title,author,condition,price
Borders Young Fiddles - Borders Traditions,by Borders Young Fiddles,Audio CD,£7.99
Gowd & Silver,by Ronald Stevenson,Audio CD,£4.49
Musique Acadienne de L'Ile-du-Prince-Edouard (Acadian Music from Prince Edward Island),,Audio CD,£4.99
Dodos - Visiter,by Dodos,Audio CD,£4.49
Shamrock and Thistle,,Audio CD,£38.99
Richard Shindell - Somewhere Near Paterson,by Richard Shindell,Audio CD,£11.99
Claude Gray - The Tall Texan,by Claude Gray,Audio CD,£20.99
Jayme Stone - Jayme Stone's Folklife,by Jayme Stone,Audio CD,£6.99
Lou Barlow - Emoh,by Lou Barlow,Audio CD,£6.99
Deiseal - Musical Journey,by Deiseal,Audio CD,£50.99
John McCutcheon - Mail Myself to You,by John McCutcheon,Audio CD,£10.99
No Frontiers,,Audio CD,£3.99
Various - Raving Were Raving,by Various,Audio CD,£3.59
Valkyrien Allstars - Valkyrien Allstars,by Valkyrien Allstars,Audio CD,£11.99
Various - Disagreement of the People,by Various,Audio CD,£3.59
Kinlochard Ceilidh Ba - Spirit Of Freedom,by Kinlochard Ceilidh Ba,Audio CD,£3.99
Carnforth Station,by Jennifer Crook,Audio CD,£4.99
Tom Clelland - From a Garden of Songs. Songs from the poetry of Robert Louis Stevenson,by Tom Clelland,Audio CD,£16.99
Mumford & Sons - Babel,by Mumford & Sons,Audio CD,£4.49
Kamikaze Hearts - Oneida Road,by Kamikaze Hearts,Audio CD,£5.99
"Fureys, the - Drops of Brandy","by Fureys, the",Audio CD,£20.99
I Lift My Eyes,by Donnie Murdo MacLeod,Audio CD,£20.99
Maddie Morris - Upstream,by Maddie Morris,AudioCD,£20.99
The Kennedys - Better Dreams,by The Kennedys,Audio CD,£20.99
Josephine Foster - A Wolf in Sheep's Clothing,by Josephine Foster,Audio CD,£5.99
Various Artists - Caribbean Party,by Various Artists,Audio CD,£23.99
"Gardyne Chamber Ensemble, the - Music Inspired By Riverdance","by Gardyne Chamber Ensemble, the",Audio CD,£4.99
Solan - Northern Shore,by Solan,Audio CD,£7.99
Mick Groves - Still Spinning,by Mick Groves,Audio CD,£29.99
Ska Bop - Ska in the 21st Century,by Ska Bop,Audio CD,£5.49
"Hatzigiannis, Mihalis - Filoi Kai Ehthroi","by Hatzigiannis, Mihalis",Audio CD,£4.49
Over the Sky to See,by Amy Geddes/Sandy Wright,Audio CD,£4.49
"Portokaloglou, Nikos - Brazilero","by Portokaloglou, Nikos",Audio CD,£4.49
Todd Menton - Rosie In The Stars,by Todd Menton,Audio CD,£4.49
Viva Europop,by Various,Audio CD,£3.59
"Coulter, Phil - Celtic Tranquility","by Coulter, Phil",Audio CD,£5.49
The Fureys & Davey Arthur - The Green Fields Of France,by The Fureys & Davey Arthur,Audio CD,£17.99
Paddy Killoran & James Morrison - From Ballymote to Brooklyn,by Paddy Killoran & James Morrison,Audio CD,£20.99
Hendon Band - Hear My Prayer,by Hendon Band,Audio CD,£14.99
"Bucks, the - Dancin to the Ceili Band","by Bucks, the",Audio CD,£5.49
Various Artists - Mellow Jazz,by Various Artists,Audio CD,£3.59
Moulettes,by Moulettes,Audio CD,£4.49
A History Of Insolence,by Naomi Bedford,Audio CD,£6.49
On The Inside,by Wildflowers,Audio CD,£3.99
Dwight Yoakam - 21st Century Hits: Best of 2000 - 2012 (Bonus DVD),by Dwight Yoakam,Audio CD,£21.99
John Martyn - London Conversation,by John Martyn,Audio CD,£10.99
Kirsty MacColl - Fairytale of New York,by Kirsty MacColl,Audio CD,£4.99
Donovan - Rising,by Donovan,Audio CD,£20.99
Kris Drever & Boo Hewerdine - Last Man Standing EP,by Kris Drever & Boo Hewerdine,Audio CD,£5.49
Chaim Tannenbaum - Chaim Tannenbaum,by Chaim Tannenbaum,Audio CD,£4.99
Various Artists - Irish Showbands: the Greatest Hits Collection,by Various Artists,Audio CD,£19.99
Blue Rose Code - North Ten,by Blue Rose Code,Audio CD,£9.99
Sketches,by Natalie MacMaster,Audio CD,£5.49
Various Artists - Music Of The Middle Ages,by Various Artists,Audio CD,£3.59
Treetop Flyers - The Mountain Moves,by Treetop Flyers,Audio CD,£3.59
Ashley Hutchings - Street Cries,by Ashley Hutchings,Audio CD,£20.99
Saltfishforty - Netherbow,by Saltfishforty,Audio CD,£46.99
Eliza Carthy & Tim Eriksen - Bottle,by Eliza Carthy & Tim Eriksen,Audio CD,£6.99
Live@Folklore Centre Nyc March 6th,"by Buckley,Tim",Audio CD,£6.99
Shifting Gravel,,Audio CD,£3.59
Herbie Hancock - Bread & Roses Fest.1978 - Extended Version + Bonus Tracks,by Herbie Hancock,Audio CD,£7.99
The Once - Time Enough,by The Once,Audio CD,£6.99
Various Artists - The Tartan Chillout Album,by Various Artists,Audio CD,£3.59
Various Artists - BBC Folk Awards 2009,by Various Artists,Audio CD,£4.49
Anthony John Clarke - Sing A Chorus With Me: The Very Best Of Anthony John Clarke,by Anthony John Clarke,Audio CD,£5.99
Steve Earle - This Highways Mine,by Steve Earle,Audio CD,£3.59
Songs Of Inspiration,by Margo,Audio CD,£7.49
The Weavers - The Ultimate Collection,by The Weavers,Audio CD,£3.59
Megson - Take Yourself a Wife,by Megson,Audio CD,£3.59
Sons & Daughters - The Repulsion Box,by Sons & Daughters,Audio CD,£3.59
"Dylan, Bob - Time Out of Mind","by Dylan, Bob",Audio CD,£3.59
Barbara Dickson - B4 Seventy-Four - The Folkclub Tapes,by Barbara Dickson,Audio CD,£8.99
New Model Army - New Model Army BBC Radio 1,by New Model Army,Audio CD,£26.99
Devon Sproule - ¡Don't Hurry For Heaven!,by Devon Sproule,Audio CD,£3.59
Kings Of The South Seas - Kings Of The South Seas,by Kings Of The South Seas,Audio CD,£5.49
Stan Rogers - Home in Halifax,by Stan Rogers,Audio CD,£20.99
Brannigan Owen - Sings Scottish and Newcastle,by Brannigan Owen,Audio CD,£14.99
Orkney Twister,,Audio CD,£7.49
Emmylou Harris - Elite Hotel,by Emmylou Harris,Audio CD,£3.59
Darwin Deez - DOUBLE DOWN,by Darwin Deez,Audio CD,£3.59
Once - Departures,by Once,Audio CD,£4.49
Emmylou Harris - Pieces Of The Sky,by Emmylou Harris,Audio CD,£3.59
Kirtana - This Embrace,by Kirtana,Audio CD,£10.99
Sara Grey - Sandy Boys,by Sara Grey,Audio CD,£25.99
Kate Campbell - Rosaryville,by Kate Campbell,Audio CD,£3.59
Bruce Cockburn - Mummy Dust,by Bruce Cockburn,Audio CD,£14.99
"Stills, Stephen - Illegal Stills","by Stills, Stephen",Audio CD,£4.49
Will Finn & Rosie Calvert - Beneath This Place,by Will Finn & Rosie Calvert,Audio CD,£3.99
Fureys and Bob Stewart - Tomorrow We Part,by Fureys and Bob Stewart,Audio CD,£17.99
Dave Burland And The Awkward Squad - Okkard,by Dave Burland And The Awkward Squad,Audio CD,£6.99
Nancy Kerr & James Fagan - Steely Water,by Nancy Kerr & James Fagan,Audio CD,£11.99
"Bootleg Series, The Volumes 1-3 (Rare & Unreleased) 1961-91","by Dylan, Bob",Audio CD,£15.99
Tony Mcmanus - Porquois Quebec,by Tony Mcmanus,Audio CD,£3.59
"Angie Palmer - Meanwhile, As Night Falls...",by Angie Palmer,Audio CD,£3.59
Lomond Ceilidh Band (The) - In Full Swing,by Lomond Ceilidh Band (The),Audio CD,£3.99
La Corte de Faraon - La Corte de Faraon,by La Corte de Faraon,Audio CD,£3.59
Through Tenderwood,"by Kelly, Paul Austin/Richard Durrant",Audio CD,£5.49
Principal Edwards Magic Theatre - The Asmoto Running Band,by Principal Edwards Magic Theatre,Audio CD,£8.49
"Thompson, Richard - Live, Love, Larf & Loaf","by Thompson, Richard",Audio CD,£46.99
Margaret Stewart & Allan MacDonald - Colla Mo Run,by Margaret Stewart & Allan MacDonald,Audio CD,£7.49
Elephant Micah - Vague Tidings,by Elephant Micah,Audio CD,£20.99
Natalie MacMaster - Compilation,by Natalie MacMaster,Audio CD,£6.49
"Drever, Ivan - Four Walls","by Drever, Ivan",Audio CD,£10.99
Aidan Knight - Each Other,by Aidan Knight,Audio CD,£4.99
Gladys Leap,,Audio CD,£26.99
Donal Lunny - Journey: The Best of Donal Lunny,by Donal Lunny,Audio CD,£3.59
Roaring Jelly & Michael Hebbert - Golden Grates And The Rampin' Cat,by Roaring Jelly & Michael Hebbert,Audio CD,£73.99
Fonnsheen,by Davidson Fiona,Audio CD,£4.49
The Black Family - Time for Touching Home,by The Black Family,Audio CD,£4.99
"Weavers, The - Best of the Vanguard Years","by Weavers, The",AudioCD,£5.49
Laish - Time Elastic,by Laish,Audio CD,£5.99
Jack Geordie & Caledonia - Scotch On The Rocks,by Jack Geordie & Caledonia,Audio CD,£4.49
Genticorum - La Bibournoise,by Genticorum,Audio CD,£3.99
Ranagri - Playing for Luck,by Ranagri,Audio CD,£20.99
Fairport Convention - Live at Cropredy 2008,by Fairport Convention,Audio CD,£25.99
Wailin' Jennys - Firecracker,by Wailin' Jennys,Audio CD,£7.49
Pete Coe - Long Company,by Pete Coe,Audio CD,£7.49
Metheny - Images of Metheny,by Metheny,Audio CD,£5.49
Billy Bennington - The Barford Angel,by Billy Bennington,Audio CD,£20.99
The Ceilidh King,,Audio CD,£9.99
Macdonald Fergie - Jiggy-Jig,by Macdonald Fergie,Audio CD,£20.99
Dan the Street Singer - Strolling Along Memory Lane,by Dan the Street Singer,Audio CD,£5.49
Various - A Woman's Voice: First ...,by Various,Audio CD,£3.59
Old Friends & Exhausted Enemies,by Luke Daniels,Audio CD,£7.99
Mawkin Causley - Mawkin:Causley - Cold Ruin,by Mawkin Causley,Audio CD,£7.49
Sinead Lohan - To Ramona,by Sinead Lohan,Audio CD,£7.49
Monster Ceilidh Band - Charge,by Monster Ceilidh Band,Audio CD,£10.99
Behind the Closed Eye,by Anuna,Audio CD,£11.99
John Faulkner - Kind Providence,by John Faulkner,Audio CD,£4.99
Star Accordion Band - Scottish Dance Favourites,by Star Accordion Band,Audio CD,£20.99
Blazin' Fiddles - Live,by Blazin' Fiddles,Audio CD,£6.49
Treetop Flyers - Treetop Flyers,by Treetop Flyers,Audio CD,£6.99
Dougie Maclean - Live from the Ends of the Earth,by Dougie Maclean,Audio CD,£4.99
Bear's Den - Agape,by Bear's Den,Audio CD,£3.59
Seanchas,,Audio CD,£20.99
"Fagan, James - Twice Reflected Sun","by Fagan, James",Audio CD,£10.99
Gideon Gaye,,Audio CD,£3.59
Coope Boyes & Simpson - Private Peaceful,by Coope Boyes & Simpson,Audio CD,£4.99
Matt Berry - Kill the Wolf,by Matt Berry,Audio CD,£8.49
Peter Morrison - The Peter Morrison Collection,by Peter Morrison,Audio CD,£8.49
Ruth Notman - The Life Of Lilly,by Ruth Notman,Audio CD,£4.49
HEATHER FINDLAY TRIO - ACES & EIGHTS - A NIGHT IN THE SALOON BAR,by HEATHER FINDLAY TRIO,Audio CD,£20.99
Ghetto Priest - Vulture Culture,by Ghetto Priest,Audio CD,£20.99
Sweeter,,Audio CD,£3.59
Hannah James & Sam Sweeney - State And Ancientry,by Hannah James & Sam Sweeney,Audio CD,£5.49
Various Artists - Scotland's Voices,by Various Artists,Audio CD,£3.99
Business as Usual,by Roy Bailey,Audio CD,£7.49
Lucy Ward - Pretty Warnings,by Lucy Ward,Audio CD,£20.99
Rachel Unthank & The Winterset - The Bairns,by Rachel Unthank & The Winterset,Audio CD,£9.99
Various - Hacienda-Viva 15 Years of,by Various,Audio CD,£20.99
Joe Cooley - Cooley,by Joe Cooley,Audio CD,£7.99
John Smith - The Fox And The Monk,by John Smith,Audio CD,£3.99
Unknown artist - The Northumbria Anthology - from Tees to Tyne,by Unknown artist,Audio CD,£3.59
Ben Watt - Hendra,by Ben Watt,Audio CD,£4.99
India Electric Co. - Tablelands,by India Electric Co.,Audio CD,£5.49
Catriona McKay - Laebrack,by Catriona McKay,Audio CD,£5.99
Across the Waters,by Fridarey,Audio CD,£5.99
Isla Grant - Childhood Memories,by Isla Grant,Audio CD,£14.99
Rory McLeod - Gusto!,by Rory McLeod,Audio CD,£10.99
Mary Black - The Collection,by Mary Black,Audio CD,£3.59
Alex Sutherland - Scottish Party Singalong,by Alex Sutherland,Audio CD,£8.49
Richard Thompson - 1000 Years Of Popular Music,by Richard Thompson,Audio CD,£5.49
Blackheart - Songs From A Satellite,by Blackheart,Audio CD,£4.99
Anthology,by Sonja Kristina,Audio CD,£20.99
The Exmouth Shanty Men - Tall Ships And Tavern Tales (2CD),by The Exmouth Shanty Men,Audio CD,£20.99
Dominic Kirwan - A Little Bit More,by Dominic Kirwan,Audio CD,£3.59
Various Artists - 5029836003028 Various Artists - Cma Awards Collection (UK Import),by Various Artists,Audio CD,£3.59
Various - Line Dance Fever 4,by Various,Audio CD,£3.59
Ewan MacColl - The Essential Recordings,by Ewan MacColl,Audio CD,£20.99
Richard Thompson - Live From Austin TX (Bonus DVD),by Richard Thompson,Audio CD,£12.99
"Various Artists - The Holy Ground; Irish Folk Collection: Includes: Carrickfergus, Mursheen Durkin,",by Various Artists,Audio CD,£9.99
Notes & Rhymes (Limited 2 Disc Edition),by Proclaimers,Audio CD,£20.99
Audra Mae & The Almighty Sound - Audra Mae & The Almighty Sound,by Audra Mae & The Almighty Sound,Audio CD,£20.99
Bob Dylan - Tempest (Deluxe),by Bob Dylan,Audio CD,£4.49
Baggariddim,by UB 40,Audio CD,£3.59
Libertango,,Audio CD,£4.49
Don McLean - The Bottom Line April '74,by Don McLean,Audio CD,£20.99
Various - Thin Ice 2: The Second Shiver,by Various,Audio CD,£3.59
Ishbel Macaskill - Sìoda,by Ishbel Macaskill,Audio CD,£10.99
Siobhan Miller - Flight Of Time,by Siobhan Miller,Audio CD,£15.99
Romanzas de Zarzuela - Romanzas de Zarzuela,by Romanzas de Zarzuela,Audio CD,£20.99
Bob Lind - Something Worse Than Loneliness,by Bob Lind,Audio CD,£8.99
Emily Smith - Echoes,by Emily Smith,Audio CD,£10.99
John Martyn - One World,by John Martyn,Audio CD,£20.99
Chris Wood - Trespasser,by Chris Wood,Audio CD,£3.59
The Mother Of All Morris,by Various Artists,Audio CD,£5.49
Altan - Island Angel,by Altan,Audio CD,£3.99
Show Of Hands - Lie Of The Land,by Show Of Hands,Audio CD,£5.49
Phil Beer - Rhythm Methodist,by Phil Beer,Audio CD,£5.99
Joan Baez - The First Lady Of Folk 1958-1961,by Joan Baez,Audio CD,£5.99
"Slick, Grace - Grace Slick & The Great Society","by Slick, Grace",Audio CD,£8.49
Current 93 - Of Ruine Or Some Blazing Starre,by Current 93,Audio CD,£20.99
Sit Thi Deawn,by Houghton Weavers,Audio CD,£20.99
Women Of The World,by Chris While And Julie Matthews,Audio CD,£10.99
The Joy Of Living,by Jackie Oates,Audio CD,£9.99
Passenger - All The Little Lights,by Passenger,Audio CD,£3.59
Bella Hardy - Night Visiting,by Bella Hardy,Audio CD,£9.99
Martin Carthy - Landfall,by Martin Carthy,Audio CD,£6.49
Faustus - Broken Down Gentlemen,by Faustus,Audio CD,£8.49
Essential Martin Carthy,by Martin Carthy,Audio CD,£12.99
Show Of Hands - Backlog,by Show Of Hands,Audio CD,£10.99
Tony McManus - Ceol More,by Tony McManus,Audio CD,£3.59
Megan Henwood - Making Waves,by Megan Henwood,Audio CD,£8.99
Andrew Bird - Hands Of Glory,by Andrew Bird,Audio CD,£5.99
"Ashley Hutchings, Becky Mills & Blair Dunlop - A Midwinter Miscellany","by Ashley Hutchings, Becky Mills & Blair Dunlop",Audio CD,£10.99
Rachel Newton - To The Awe,by Rachel Newton,Audio CD,£5.49
Donovan - 1965,by Donovan,Audio CD,£20.99
Alan Lomax/ed Mccurdy - Cowboy Songs of the Old West,by Alan Lomax/ed Mccurdy,Audio CD,£4.99
"Goons, the - The Goon Show Vol. 10 - You Can't Get the Wood, You Know!","by Goons, the",Audio CD,£3.59
"Kevin McDermott & Ralph Richey - Music from the Works of James Joyce (Kevin McDermott, Tenor. Ralph",by Kevin McDermott & Ralph Richey,Audio CD,£20.99
"Wigmore, Gin - Blood To Bone","by Wigmore, Gin",Audio CD,£12.99
Edwina Hayes - Pour Me A Drink,by Edwina Hayes,Audio CD,£14.99
The Alexander Brothers - A Toast From Scotland,by The Alexander Brothers,Audio CD,£3.59
Nanna,by Xavier Rudd & The United,Audio CD,£12.99
The Muppets - John Denver & The Muppets: A Christmas Together,by The Muppets,Audio CD,£5.99
Various Artists - Northumberland Rant: Traditional Music from the Edge of England,by Various Artists,Audio CD,£20.99
Jackie Oates - Saturnine,by Jackie Oates,Audio CD,£3.59
Ginger Wildheart - Albion,by Ginger Wildheart,Audio CD,£8.49
Moulettes - Constellations,by Moulettes,Audio CD,£3.59
Bill Jones - Turn to Me,by Bill Jones,Audio CD,£3.59
"Jerry Douglas, Russ Barenberg & Edgar Meyer - Skip, Hop & Wobble","by Jerry Douglas, Russ Barenberg & Edgar Meyer",Audio CD,£12.99
John Renbourn - Joint Control,by John Renbourn,Audio CD,£10.99
"Barely Works, the - Don't Mind Walking","by Barely Works, the",Audio CD,£3.59
Glasgow Alex - Now & Then: The Songs Of Alex Glasgow,by Glasgow Alex,Audio CD,£5.49
Sydney Devine - Nashville Country,by Sydney Devine,Audio CD,£3.99
Moulettes - The Bears Revenge,by Moulettes,Audio CD,£3.59
Solo : Duo : Trio,by Luke Jackson,Audio CD,£20.99
The Bonny Bunch Of Roses / Tipplers Tales,by Fairport Convention,Audio CD,£57.99
Josienne Clarke & Ben Walker - Fire & Fortune,by Josienne Clarke & Ben Walker,Audio CD,£21.99
Willie Nile - Positively Bob: Willie Nile Sings Bob Dylan,by Willie Nile,Audio CD,£12.99
Geoff Lakeman - After All These Years,by Geoff Lakeman,Audio CD,£3.99
Catherine MacLellan - If It's Alright With You - The Songs Of Gene MacLellan,by Catherine MacLellan,Audio CD,£4.49
Marc Brierley - Hello,by Marc Brierley,Audio CD,£12.99
Calan - Solomon,by Calan,Audio CD,£4.49
Faustus - Death And Other Animals,by Faustus,Audio CD,£8.99
Smoke Fairies - Through Low Light And Trees,by Smoke Fairies,Audio CD,£3.59
Shannon Sharon - Spellbound: The Best of Sharon Shannon,by Shannon Sharon,Audio CD,£3.59
The Albion Band - The Vice Of The People,by The Albion Band,Audio CD,£13.99
Hamish Imlach - Cod Liver Oil and Orange Juice - The Transatlantic Anthology,by Hamish Imlach,Audio CD,£20.99
Chris Wood - None The Wiser,by Chris Wood,Audio CD,£7.99
Various - Renaissance: The Mix Collection Part 3,by Various,Audio CD,£11.99
Eleanor McEvoy - The Thomas Moore Project,by Eleanor McEvoy,Audio CD,£4.49
O'Hooley & Tidow - Shadows,by O'Hooley & Tidow,Audio CD,£4.49
Ben Walker - Banish Air From Air,by Ben Walker,Audio CD,£20.99
"James, Hannah / Kuhn, Toby - Sleeping Spirals","by James, Hannah / Kuhn, Toby",Audio CD,£9.99
Coolfin,"by Lunny, Donal",Audio CD,£3.59
Naomi Bedford & Paul Simmonds - Singing It All Back Home - Appalachian Songs of English & Scottish O,by Naomi Bedford & Paul Simmonds,Audio CD,£11.99
O'Hooley & Tidow - The Hum,by O'Hooley & Tidow,Audio CD,£4.49
Megson - The Longshot,by Megson,Audio CD,£3.99
Phillip Henry & Hannah Martin - Watershed,by Phillip Henry & Hannah Martin,Audio CD,£8.49
Show Of Hands - Live 92,by Show Of Hands,Audio CD,£20.99
Mary Black - The Holy Ground,by Mary Black,Audio CD,£5.99
Maddy Prior and Friends - The Quest,by Maddy Prior and Friends,Audio CD,£20.99
Change Everything,by Del Amitri,Audio CD,£4.49
Richard Shindell - Blue Divide,by Richard Shindell,Audio CD,£4.49
Bob & Ron Copper - Traditional Songs From Rottingdean,by Bob & Ron Copper,Audio CD,£5.49
Megson - Contradicshun,by Megson,Audio CD,£20.99
Flower of Scotland,by The Corries,Audio CD,£20.99
"Griffith, Nanci - Wings to Fly & A Place to Be","by Griffith, Nanci",Audio CD,£3.59
Mary Black - Looking Back,by Mary Black,Audio CD,£7.99
Eric Bibb - Blues People,by Eric Bibb,Audio CD,£9.99
Barbara Dickson & Rab Noakes - Reunited,by Barbara Dickson & Rab Noakes,Audio CD,£4.99
A.L. Lloyd - An Evening With A.L. Lloyd,by A.L. Lloyd,Audio CD,£3.59
Rachel Sermanni - Tied To The Moon,by Rachel Sermanni,Audio CD,£9.99
Various - Soul Nights,by Various,Audio CD,£3.59
Memorial - Memorial,by Memorial,Audio CD,£7.49
Moore Moss Rutter - Moore Moss Rutter,by Moore Moss Rutter,Audio CD,£3.99
Dave Swarbrick & Simon Nicol - When We Were Very Young,by Dave Swarbrick & Simon Nicol,Audio CD,£20.99
The Spooky Men's Chorale - Warm,by The Spooky Men's Chorale,Audio CD,£20.99
Arianna Savall - Bella Terra,,Audio CD,£4.49
Martha Tilston - Machines Of Love And Grace,by Martha Tilston,Audio CD,£20.99
Jez Lowe - The Ballad Beyond,by Jez Lowe,Audio CD,£28.99
Lark Rise to Candleford,,Audio CD,£4.99
Lucy Ward - Adelphi Has To Fly,by Lucy Ward,Audio CD,£3.59
Moving In The Dark,by Dizraeli And The Small Gods,Audio CD,£3.99
Frode Haltli - Avant Folk,by Frode Haltli,Audio CD,£7.99
The Gentle Good - Ruins and Adfeilion,by The Gentle Good,Audio CD,£20.99
Mishaped Pearls - Shivelight,by Mishaped Pearls,Audio CD,£20.99
Bottlenecks And Armb,by Session A9,Audio CD,£4.99
Jez Lowe & The Bad Pennies - Wotcheor,by Jez Lowe & The Bad Pennies,Audio CD,£20.99
Margo - Margo & Friends,by Margo,Audio CD,£20.99
Various - Christmas Love Songs,by Various,Audio CD,£3.99
Michael Chapman - And Then There Were Three,by Michael Chapman,Audio CD,£22.99
Fairport Convention - Red & Gold,by Fairport Convention,Audio CD,£5.49
Mary Hampton - My Mother's Children,by Mary Hampton,Audio CD,£3.59
Steve Wickham - Geronimo,by Steve Wickham,Audio CD,£20.99
Kit Hawes & Aaron Catlow - Pill Pilots,by Kit Hawes & Aaron Catlow,Audio CD,£8.49
Bruce Cockburn - Bruce Cockburn,by Bruce Cockburn,Audio CD,£14.99
"Dane, Barbara - When I Was a Young Girl","by Dane, Barbara",Audio CD,£51.99
Daibhidh Martin - Haunted Bird,by Daibhidh Martin,Audio CD,£6.99
Blitzen Trapper - Field Rexx,by Blitzen Trapper,Audio CD,£7.49
Love Someone Like Me,,Audio CD,£3.99
John Kirkpatrick - The Complete John Kirkpatrick Band,by John Kirkpatrick,Audio CD,£20.99
Row Upon Row Of The People They Know,by The Once,Audio CD,£20.99
Odin Dragonfly - Offerings (Remastered),by Odin Dragonfly,Audio CD,£5.49
Various - Explosive Fiddlers,by Various,Audio CD,£3.59
John Spillane - The Man Who Came In From The Dark,by John Spillane,Audio CD,£13.99
Paddy O'Brien - Paddy O'Brien - The Songs I Like to Sing,by Paddy O'Brien,Audio CD,£8.99
Rose Marie Sings Just for You,,Audio CD,£4.49
Dandelion,by Becky Mills,Audio CD,£7.99
Peter Walker - Rainy Day Raga,by Peter Walker,Audio CD,£20.99
Essential Dyke Volume 5,by Nicholas Childs (Conductor),Audio CD,£6.49
Loren Auerbach With Bert Jansch - Colours Are Fading Fast,by Loren Auerbach With Bert Jansch,Audio CD,£20.99
The York Waits - The Punk's Delight,by The York Waits,Audio CD,£7.49
Marc Ellington - A Question Of Roads,by Marc Ellington,Audio CD,£20.99
The Chrono Show,by Richard Thompson,Audio CD,£25.99
Astrud Gilberto - Ultimate Jazz & Blues: Astrud Gilberto,by Astrud Gilberto,Audio CD,£3.59
North Sea Gas - Edinburgh Toon,by North Sea Gas,Audio CD,£8.99
Dar Williams - Honesty Room/Mortal City,by Dar Williams,Audio CD,£3.59
Lucy Wainwright - Lucy,by Lucy Wainwright,Audio CD,£20.99
Stoned Alchemy: 27 Originals That Inspired The Rolling Stones,by Various Artists,Audio CD,£3.59
Finbar and Eddie Furey/Lonesome Boatman,by Finbar & Eddie Furey,Audio CD,£14.99
Live At Last!/Sails Of Silver,by Steeleye Span,Audio CD,£20.99
Hatful Of Rain - The Morning Key,by Hatful Of Rain,Audio CD,£4.49
Various Artists - Drum & Bass Arena Winter Selection 2013,by Various Artists,Audio CD,£12.99
"Kay, Janet - Silly Games","by Kay, Janet",Audio CD,£36.99
Frankie Armstrong - Garden Of Love,by Frankie Armstrong,Audio CD,£6.99
Jim Macleod - The Nice & Easy Collection,by Jim Macleod,Audio CD,£6.49
Songs Of Inspiration,by Alexander Brothers,Audio CD,£3.59
Iain Matthews - The Art Of Obscurity,by Iain Matthews,Audio CD,£9.99
Various Artists - Short Sharp Shanties Volume 1,by Various Artists,Audio CD,£20.99
Various - Rough Guide to Irish Music,by Various,Audio CD,£3.99
